,artist,album,track_name,popularity,img_url,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,text_data
783,Dino James,Chemicals,Chemicals,31,https://i.scdn.co/image/ab67616d0000b273d83999f9850cccd3c8df2943,0.682,0.613,10,-7.687,1,0.0427,0.0,0.109,0.451,140.067,Chemicals Dino James Chemicals
784,Various Artists,Happy New Year,Kamlee,31,https://i.scdn.co/image/ab67616d0000b273295f7adceff63a32bbcf95f2,0.828,0.926,1,-3.234,1,0.122,5.84e-05,0.314,0.713,112.016,Kamlee Various Artists Happy New Year
785,Various Artists,Vicky Donor,"Mar Jayian Romantic (From ""Vicky Donor"")",31,https://i.scdn.co/image/ab67616d0000b2736858ed61eee72f2722689f68,0.632,0.721,0,-7.616,0,0.0345,1.02e-05,0.102,0.808,145.938,"Mar Jayian Romantic (From ""Vicky Donor"") Various Artists Vicky Donor"
786,Rashmeet Kaur,Oceana,Oceana,31,https://i.scdn.co/image/ab67616d0000b273dea67d2f4ce93057a2d3fcc6,0.705,0.574,7,-7.851,0,0.0428,0.0494,0.12,0.502,144.98,Oceana Rashmeet Kaur Oceana
787,Kanika Kapoor,Cheater Mohan,Cheater Mohan,30,https://i.scdn.co/image/ab67616d0000b27384febbb7f5666137cc616f01,0.931,0.701,10,-7.201,0,0.0931,0.0,0.182,0.921,108.018,Cheater Mohan Kanika Kapoor Cheater Mohan
788,Various Artists,Vicky Donor,"Rum Whisky (From ""Vicky Donor"")",30,https://i.scdn.co/image/ab67616d0000b2736858ed61eee72f2722689f68,0.716,0.899,5,-5.29,0,0.0485,0.00246,0.145,0.754,139.976,"Rum Whisky (From ""Vicky Donor"") Various Artists Vicky Donor"
789,Tanmaya Bhatnagar,Sapne,Sapne,30,https://i.scdn.co/image/ab67616d0000b2737b21830f1456555b31035ebc,0.413,0.101,0,-18.384,1,0.0459,0.00349,0.116,0.148,144.167,Sapne Tanmaya Bhatnagar Sapne
790,Himesh Reshammiya,Son Of Sardaar,Po Po,30,https://i.scdn.co/image/ab67616d0000b2730a1141b23fe7a2b91f8ecfa5,0.785,0.843,9,-5.894,1,0.0407,9.33e-05,0.111,0.958,100.005,Po Po Himesh Reshammiya Son Of Sardaar
791,Mannan Shaah,Commando - A One Man Army,Saawan Bairi,29,https://i.scdn.co/image/ab67616d0000b2738a4fe70e658dd171ec9332b6,0.55,0.548,2,-8.602,1,0.037,0.0,0.0924,0.179,89.969,Saawan Bairi Mannan Shaah Commando - A One Man Army
792,Jatin-Lalit,Jab Pyaar Kisise Hota Hai (Original Motion Picture Soundtrack),Ek Dil Tha Paas Mere,29,https://i.scdn.co/image/ab67616d0000b273013f5b6e9239d60b964c66a3,0.562,0.769,9,-9.56,1,0.165,1.15e-06,0.129,0.762,156.98,Ek Dil Tha Paas Mere Jatin-Lalit Jab Pyaar Kisise Hota Hai (Original Motion Picture Soundtrack)
793,Badshah,Toxic,Toxic,29,https://i.scdn.co/image/ab67616d0000b273650b191c94c309b55ca02b12,0.655,0.493,5,-7.546,0,0.0573,0.0,0.181,0.37,114.965,Toxic Badshah Toxic
794,Fateh,New Memories,Jyotiana,29,https://i.scdn.co/image/ab67616d0000b2735483432aa4f49d61654707cc,0.775,0.752,0,-5.735,0,0.0473,0.0,0.0619,0.5,97.98,Jyotiana Fateh New Memories
795,Rob C,Wo Bandi,Wo Bandi,29,https://i.scdn.co/image/ab67616d0000b27344a6d93823ea2fb254b1accd,0.718,0.815,11,-7.007,1,0.175,0.0,0.105,0.134,154.861,Wo Bandi Rob C Wo Bandi
796,Papon,Khidki,Khidki,29,https://i.scdn.co/image/ab67616d0000b273d2cda1006a8ab4cc4084ab1a,0.618,0.501,10,-7.924,1,0.0366,0.000199,0.106,0.56,110.26,Khidki Papon Khidki
797,Emiway Bantai,Thanks to God,Thanks to God,29,https://i.scdn.co/image/ab67616d0000b27348dec082506aae8610d77ce5,0.692,0.763,2,-4.241,0,0.28,0.0,0.106,0.549,79.967,Thanks to God Emiway Bantai Thanks to God
798,Sohail Sen,What's Your Rashee? (Original Motion Picture Soundtrack),Bikhri Bikhri,29,https://i.scdn.co/image/ab67616d0000b27372148a8fba4c3bee9c168932,0.537,0.485,3,-8.19,1,0.0275,3.84e-05,0.131,0.292,79.988,Bikhri Bikhri Sohail Sen What's Your Rashee? (Original Motion Picture Soundtrack)
799,Amit Mishra,Fakira,Fakira,29,https://i.scdn.co/image/ab67616d0000b273232b675b11af168349d1c8cb,0.534,0.613,3,-7.488,0,0.0503,4.02e-05,0.127,0.475,85.032,Fakira Amit Mishra Fakira
800,Arijit Singh,Best of Bollywood: Arijit Singh,"Phir Le Aya Dil (From ""Barfi!"") - Reprise",29,https://i.scdn.co/image/ab67616d0000b27327d817fd4a0c5987dd31eb93,0.231,0.545,7,-8.92,1,0.0358,3.5e-06,0.0961,0.325,77.727,"Phir Le Aya Dil (From ""Barfi!"") - Reprise Arijit Singh Best of Bollywood: Arijit Singh"
801,Pritam,Love Aaj Kal,Main Kya Hoon,29,https://i.scdn.co/image/ab67616d0000b273679206a60471b37f412db25f,0.482,0.944,0,-4.905,1,0.0663,0.00599,0.179,0.695,134.996,Main Kya Hoon Pritam Love Aaj Kal
802,Asim Riaz,Back to Start,Back to Start,28,https://i.scdn.co/image/ab67616d0000b2739769bcd840bfdf9f8e5dcd38,0.851,0.802,4,-5.108,0,0.278,0.0,0.228,0.489,89.972,Back to Start Asim Riaz Back to Start
803,Manni Sandhu,Welcome To The Future,Mundhri,28,https://i.scdn.co/image/ab67616d0000b273dc738516781bb1a0d9ae1939,0.587,0.923,7,-5.371,0,0.0576,2.9e-05,0.362,0.554,96.623,Mundhri Manni Sandhu Welcome To The Future
804,M. M. Kreem,Is Raat Ki Subah Nahi,Chup Tum Raho,28,https://i.scdn.co/image/ab67616d0000b2735ef0b6e67e9fdcb97ee2b906,0.565,0.417,5,-8.058,1,0.0684,7.26e-06,0.21,0.477,86.59,Chup Tum Raho M. M. Kreem Is Raat Ki Subah Nahi
805,Sonu Nigam,Singh Saab The Great,Jab Mehndi Lag Lag Jaave,27,https://i.scdn.co/image/ab67616d0000b2730306fe72e7d17113511748b7,0.749,0.941,11,-3.61,0,0.0629,4.41e-05,0.0571,0.664,139.976,Jab Mehndi Lag Lag Jaave Sonu Nigam Singh Saab The Great
806,Various Artists,Top 20 Hits (With Heart Beats),Na Kajare Ki Dhar (Duet Version) - With Heart Beats,27,https://i.scdn.co/image/ab67616d0000b273531da527861e97f2be6c81e1,0.615,0.891,5,-4.688,0,0.0439,6.27e-06,0.255,0.796,73.926,Na Kajare Ki Dhar (Duet Version) - With Heart Beats Various Artists Top 20 Hits (With Heart Beats)
807,Raxstar,Dil Vaaja Maarda,Dil Vaaja Maarda,27,https://i.scdn.co/image/ab67616d0000b273acd5252d18f4a518dcff5be0,0.687,0.751,9,-6.891,1,0.0843,0.0,0.369,0.381,140.073,Dil Vaaja Maarda Raxstar Dil Vaaja Maarda
808,Prem & Hardeep,Belafz Baatein,Belafz Baatein,27,https://i.scdn.co/image/ab67616d0000b2739962b7a2bef27f3a06d7200c,0.352,0.463,6,-6.412,0,0.0292,0.0,0.16,0.248,141.814,Belafz Baatein Prem & Hardeep Belafz Baatein
809,Yo Yo Honey Singh,This Party Is Over Now,This Party Is Over Now,27,https://i.scdn.co/image/ab67616d0000b273353519baa84487bcec137cbd,0.864,0.787,7,-4.488,1,0.103,1.56e-06,0.122,0.846,130.05,This Party Is Over Now Yo Yo Honey Singh This Party Is Over Now
810,Various Artists,"Rafta Rafta Medley (From ""Yamla Pagla Deewana Phir Se"") - Single","Rafta Rafta Medley (From ""Yamla Pagla Deewana Phir Se"")",27,https://i.scdn.co/image/ab67616d0000b273fd2aad48f5f7f6a065007ad6,0.533,0.842,8,-4.58,0,0.308,0.0,0.808,0.78,134.9,"Rafta Rafta Medley (From ""Yamla Pagla Deewana Phir Se"") Various Artists Rafta Rafta Medley (From ""Yamla Pagla Deewana Phir Se"") - Single"
811,Sachin-Jigar,Roohi (Original Motion Picture Soundtrack),Panghat,27,https://i.scdn.co/image/ab67616d0000b273c01efd725824e45009b967d7,0.628,0.857,9,-4.824,1,0.25,1.71e-05,0.34,0.556,66.954,Panghat Sachin-Jigar Roohi (Original Motion Picture Soundtrack)
812,Stebin Ben,Naina Tu Behna Tu,Naina Tu Behna Tu,27,https://i.scdn.co/image/ab67616d0000b273dcff79000fc98a37e4f8ee7e,0.559,0.346,0,-9.389,1,0.028,1.14e-05,0.116,0.18,127.991,Naina Tu Behna Tu Stebin Ben Naina Tu Behna Tu
813,Rochak Kohli,Ek Ladki Ko Dekha Toh Aisa Laga (Original Motion Picture Soundtrack),Ek Ladki Ko Dekha Toh Aisa Laga,27,https://i.scdn.co/image/ab67616d0000b273687da346e2deb5357eb9d707,0.537,0.604,10,-7.576,1,0.054,0.0,0.322,0.41,173.915,Ek Ladki Ko Dekha Toh Aisa Laga Rochak Kohli Ek Ladki Ko Dekha Toh Aisa Laga (Original Motion Picture Soundtrack)
814,Sachin-Jigar,Na Nai Sunna (feat. Nikhita Gandhi),Na Nai Sunna (feat. Nikhita Gandhi),27,https://i.scdn.co/image/ab67616d0000b27351ca4aa8c5d8765dd105339f,0.771,0.805,2,-6.827,1,0.0904,0.000294,0.156,0.207,105.007,Na Nai Sunna (feat. Nikhita Gandhi) Sachin-Jigar Na Nai Sunna (feat. Nikhita Gandhi)
815,THEMXXNLIGHT,Mashallah (feat. Sukriti Kakar & Prakriti Kakar),Mashallah (feat. Sukriti Kakar & Prakriti Kakar),26,https://i.scdn.co/image/ab67616d0000b2731e83bf20763ccb0d3ade3cf2,0.58,0.713,8,-6.452,0,0.0394,0.0,0.0998,0.582,172.009,Mashallah (feat. Sukriti Kakar & Prakriti Kakar) THEMXXNLIGHT Mashallah (feat. Sukriti Kakar & Prakriti Kakar)
816,Ram Sampath,Fukrey,Beda Paar,26,https://i.scdn.co/image/ab67616d0000b2739701faf1c34cc355fd3cd3c0,0.704,0.786,8,-5.348,0,0.0767,0.0,0.126,0.784,140.076,Beda Paar Ram Sampath Fukrey
817,Hasan Shah,Hawa,Hawa,26,https://i.scdn.co/image/ab67616d0000b2736e6c51efcd20b4468f00f664,0.919,0.491,2,-5.655,1,0.162,0.00114,0.128,0.636,92.04,Hawa Hasan Shah Hawa
818,Badshah,Mercy Dance Mix (DJ Harry Lotay),Mercy Dance Mix - DJ Harry Lotay,26,https://i.scdn.co/image/ab67616d0000b27334cd4fe67c186b928a0ee39f,0.742,0.697,11,-9.561,0,0.0434,0.125,0.0509,0.487,97.991,Mercy Dance Mix - DJ Harry Lotay Badshah Mercy Dance Mix (DJ Harry Lotay)
819,Yunan,Slay,Slay,26,https://i.scdn.co/image/ab67616d0000b2735829d578f7c998dca1d90120,0.712,0.56,0,-10.185,0,0.0517,7.78e-06,0.12,0.268,119.787,Slay Yunan Slay
820,Nucleya,"Paintra (From ""Mukkabaaz"") - Single",Paintra,26,https://i.scdn.co/image/ab67616d0000b273ce0f915ddf7256ac73790a65,0.762,0.803,0,-9.794,1,0.18,2.9e-05,0.0594,0.371,91.997,"Paintra Nucleya Paintra (From ""Mukkabaaz"") - Single"
821,Arjuna Harjai,Titoo MBA,Kyu Hua,26,https://i.scdn.co/image/ab67616d0000b273dd0f5fba6690322847167053,0.296,0.583,4,-6.573,0,0.035,0.0104,0.0895,0.167,185.834,Kyu Hua Arjuna Harjai Titoo MBA
822,Arjuna Harjai,Main Janu Na,Main Janu Na,25,https://i.scdn.co/image/ab67616d0000b2730469585ede8c480ef1c349a9,0.47,0.509,4,-9.519,0,0.0748,0.0324,0.0875,0.325,173.954,Main Janu Na Arjuna Harjai Main Janu Na
823,Vipin Mishra,Aurangzeb,Barbaadiyaan,25,https://i.scdn.co/image/ab67616d0000b2733de5ac5431c5c16aa2c036ff,0.638,0.915,11,-6.279,1,0.084,0.000181,0.143,0.721,139.986,Barbaadiyaan Vipin Mishra Aurangzeb
824,Pritam,Cocktail,"Tera Naam Japdi Phiran (From ""Cocktail"")",25,https://i.scdn.co/image/ab67616d0000b273b6cfbb83ebf76959832174b4,0.716,0.896,1,-3.622,0,0.104,0.0,0.484,0.732,129.983,"Tera Naam Japdi Phiran (From ""Cocktail"") Pritam Cocktail"
825,Mika Singh,Mast Kalander - Single,Mast Kalander,24,https://i.scdn.co/image/ab67616d0000b27373c1c8ca610e66fcfc1a41e6,0.747,0.81,0,-5.337,0,0.0497,1.37e-06,0.118,0.555,110.978,Mast Kalander Mika Singh Mast Kalander - Single
826,Jeet Gannguli,Chaahat,Chaahat,24,https://i.scdn.co/image/ab67616d0000b273f80c477fa603ad0f0955eab1,0.652,0.417,4,-5.717,0,0.0309,0.0,0.109,0.242,134.887,Chaahat Jeet Gannguli Chaahat
827,Sajid-Wajid,Veer,Surili Akhiyon Wale (Duet),24,https://i.scdn.co/image/ab67616d0000b273ed2c7074b12ba11cafd19f68,0.518,0.587,4,-5.685,1,0.0309,0.0,0.0858,0.466,75.88,Surili Akhiyon Wale (Duet) Sajid-Wajid Veer
828,Sajid-Wajid,Nain Phisal Gaye,Nain Phisal Gaye,24,https://i.scdn.co/image/ab67616d0000b273f37e74a06260b459a9633c81,0.582,0.779,5,-4.0,0,0.0935,0.0,0.299,0.77,121.515,Nain Phisal Gaye Sajid-Wajid Nain Phisal Gaye
829,Various Artists,Action Jackson (Original Motion Picture Soundtrack),"Dhoom Dhaam (From ""Action Jackson"")",24,https://i.scdn.co/image/ab67616d0000b273b16650cfc2f05ae03af5074c,0.633,0.734,9,-5.913,1,0.0462,0.0,0.0522,0.694,82.001,"Dhoom Dhaam (From ""Action Jackson"") Various Artists Action Jackson (Original Motion Picture Soundtrack)"
830,Khanvict,Kingdom,Kingdom,24,https://i.scdn.co/image/ab67616d0000b273f6ab05ed905d8c9e4c2ad12a,0.619,0.673,10,-6.038,0,0.0354,0.000459,0.129,0.198,89.927,Kingdom Khanvict Kingdom
831,Jaz Dhami,Diva (feat. Sama Blake),Diva (feat. Sama Blake),24,https://i.scdn.co/image/ab67616d0000b27350937e97a7e0ae86976d77bc,0.666,0.545,1,-8.473,1,0.287,0.0,0.108,0.499,88.902,Diva (feat. Sama Blake) Jaz Dhami Diva (feat. Sama Blake)
832,Ravindra Jain,Chor Machaye Shor (Original Motion Picture Soundtrack),Le Jayenge Le Jayenge,24,https://i.scdn.co/image/ab67616d0000b273b1f3a0d5c7b19b3a96805de5,0.42,0.914,4,-8.076,1,0.0871,1.6e-06,0.114,0.751,79.085,Le Jayenge Le Jayenge Ravindra Jain Chor Machaye Shor (Original Motion Picture Soundtrack)
833,A.R. Rahman,Thakshak,Khamosh Raat,23,https://i.scdn.co/image/ab67616d0000b273daf46c69d26f79a2434b08fb,0.523,0.434,2,-15.158,1,0.0938,7.05e-06,0.0691,0.341,159.982,Khamosh Raat A.R. Rahman Thakshak
834,Nusrat Fateh Ali Khan,Aur Pyar Ho Gaya,Ek Din Kahin,23,https://i.scdn.co/image/ab67616d0000b273c4b858abf36cbd46d4a8ca2d,0.763,0.824,4,-10.154,1,0.0646,2.98e-05,0.124,0.482,119.912,Ek Din Kahin Nusrat Fateh Ali Khan Aur Pyar Ho Gaya
835,Pritam,"Radio (From ""Tubelight"")","Radio (From ""Tubelight"")",23,https://i.scdn.co/image/ab67616d0000b273e5540fd7d96e0566835c335f,0.764,0.887,0,-3.454,1,0.0681,0.0,0.0339,0.891,128.07,"Radio (From ""Tubelight"") Pritam Radio (From ""Tubelight"")"
836,Mithoon,3G - A Killer Connection,Khalbali,23,https://i.scdn.co/image/ab67616d0000b273db27596871cf1f1a440e23a0,0.667,0.779,5,-5.519,0,0.0556,0.0,0.0887,0.585,88.032,Khalbali Mithoon 3G - A Killer Connection
837,Gurinder Seagal,"Baby! Tu Na Jaa (From ""Time To Dance"")","Baby! Tu Na Jaa (From ""Time To Dance"")",23,https://i.scdn.co/image/ab67616d0000b2732b2184fbd27ff86329c7ab11,0.405,0.328,2,-7.39,1,0.0308,0.0,0.0935,0.195,75.955,"Baby! Tu Na Jaa (From ""Time To Dance"") Gurinder Seagal Baby! Tu Na Jaa (From ""Time To Dance"")"
838,Sajid-Wajid,Rangrezz (Original Motion Picture Soundtrack),Dil Ko Aaya Sukoon,23,https://i.scdn.co/image/ab67616d0000b2738e44e83685f8c9c9ff7fbc49,0.68,0.934,10,-3.886,1,0.0578,0.0,0.0452,0.965,87.993,Dil Ko Aaya Sukoon Sajid-Wajid Rangrezz (Original Motion Picture Soundtrack)
839,A.R. Rahman,Raavanan (Original Motion Picture Soundtrack),Veera,22,https://i.scdn.co/image/ab67616d0000b2732e995f88d2f9e62bc9a0ca09,0.778,0.949,7,-5.904,1,0.0613,0.0,0.0916,0.589,127.02,Veera A.R. Rahman Raavanan (Original Motion Picture Soundtrack)
840,Various Artists,Dil Le Gayi Kudi - 30 Valentine hits,Dil Le Gayee,22,https://i.scdn.co/image/ab67616d0000b273721db9969c04a9cf1c19dab3,0.783,0.894,5,-6.92,1,0.0882,2.58e-05,0.075,0.804,99.983,Dil Le Gayee Various Artists Dil Le Gayi Kudi - 30 Valentine hits
841,Shaikhspeare,Paisa Paisa (feat. Farhan Khan & Rasla),Paisa Paisa (feat. Farhan Khan & Rasla),22,https://i.scdn.co/image/ab67616d0000b273980e6d7274965f6c0a097ad0,0.775,0.627,8,-5.452,1,0.0656,0.0,0.078,0.328,138.753,Paisa Paisa (feat. Farhan Khan & Rasla) Shaikhspeare Paisa Paisa (feat. Farhan Khan & Rasla)
842,Various Artists,Nautanki Saala !,Sapna Mera Toota,22,https://i.scdn.co/image/ab67616d0000b273785c415336347fca03a1d638,0.475,0.707,5,-5.707,1,0.0378,8.06e-06,0.382,0.742,150.057,Sapna Mera Toota Various Artists Nautanki Saala !
843,Various Artists,"Tere Liye [Remix by DJ Kiran Kamath (From ""Namaste England"")]","Tere Liye - Remix by DJ Kiran Kamath (From ""Namaste England"")",22,https://i.scdn.co/image/ab67616d0000b27344aaac294bbe5de327a4f57f,0.628,0.938,0,-1.821,1,0.0921,0.0,0.412,0.723,104.958,"Tere Liye - Remix by DJ Kiran Kamath (From ""Namaste England"") Various Artists Tere Liye [Remix by DJ Kiran Kamath (From ""Namaste England"")]"
844,Himanshi Khurana,Surma Bole,Surma Bole,22,https://i.scdn.co/image/ab67616d0000b2739fcde79f287df7380d7fa918,0.736,0.641,7,-5.157,1,0.0692,0.0,0.204,0.467,89.993,Surma Bole Himanshi Khurana Surma Bole
845,Emiway Bantai,Emiway-Samajh Mein Aaya Kya?,Emiway-Samajh Mein Aaya Kya?,22,https://i.scdn.co/image/ab67616d0000b27354d703226c817fd52bd3b9c1,0.784,0.45,0,-12.473,1,0.248,0.0,0.193,0.608,103.01,Emiway-Samajh Mein Aaya Kya? Emiway Bantai Emiway-Samajh Mein Aaya Kya?
846,Abhishek Arora,"Dil Jaane Na (From ""Dil Juunglee"")","Dil Jaane Na - From ""Dil Juunglee""",21,https://i.scdn.co/image/ab67616d0000b273b64f5b4605dc53f1d9dce176,0.422,0.564,3,-7.388,1,0.0397,0.00786,0.106,0.145,133.972,"Dil Jaane Na - From ""Dil Juunglee"" Abhishek Arora Dil Jaane Na (From ""Dil Juunglee"")"
847,Raga,2006,2006,21,https://i.scdn.co/image/ab67616d0000b2732984c808881b3faa51835436,0.748,0.409,3,-10.86,0,0.863,0.0,0.11,0.577,169.779,2006 Raga 2006
848,Yunan,Saath,Saath,21,https://i.scdn.co/image/ab67616d0000b27305b4e72b6eb375729aa1e5b4,0.79,0.596,0,-6.972,0,0.0328,0.000131,0.342,0.665,106.982,Saath Yunan Saath
849,Deep Kalsi,Daru Hor Piyade,Daru Hor Piyade,21,https://i.scdn.co/image/ab67616d0000b2731da7b6b6997c2324ed230e8c,0.855,0.803,4,-5.363,0,0.0601,0.0,0.0821,0.694,100.003,Daru Hor Piyade Deep Kalsi Daru Hor Piyade
850,Jatin-Lalit,Mr. Aashiq (Original Motion Picture Soundtrack),Teri Chahat Ke Deeewane Hue Hum,21,https://i.scdn.co/image/ab67616d0000b273db9b679c347865e69fd15240,0.642,0.486,11,-12.785,0,0.0463,2.86e-05,0.32,0.801,128.987,Teri Chahat Ke Deeewane Hue Hum Jatin-Lalit Mr. Aashiq (Original Motion Picture Soundtrack)
851,Arpit G,Lukka Chuppi,Lukka Chuppi,21,https://i.scdn.co/image/ab67616d0000b2735ef6e12f0a10bf0f17a3e8db,0.889,0.687,8,-7.561,1,0.0488,1.2e-06,0.0888,0.5,105.016,Lukka Chuppi Arpit G Lukka Chuppi
852,Sachin-Jigar,"I, Me Aur Main",Meri Jaaniye,21,https://i.scdn.co/image/ab67616d0000b27322e2fdf8f6aff29175132ffe,0.249,0.677,0,-6.61,1,0.0614,2.51e-06,0.0987,0.641,81.492,"Meri Jaaniye Sachin-Jigar I, Me Aur Main"
853,Sohail Sen,What's Your Rashee? (Original Motion Picture Soundtrack),Pyaari Pyaari,20,https://i.scdn.co/image/ab67616d0000b27372148a8fba4c3bee9c168932,0.56,0.587,1,-7.757,0,0.0374,0.000541,0.271,0.348,159.873,Pyaari Pyaari Sohail Sen What's Your Rashee? (Original Motion Picture Soundtrack)
854,Bohemia,"Kaisa Nasha (From ""KDM Playlist 1"")","Kaisa Nasha (From ""KDM Playlist 1"")",20,https://i.scdn.co/image/ab67616d0000b2735da79481c3ea34f10cd90682,0.461,0.576,0,-9.822,1,0.203,2.12e-06,0.106,0.355,92.07,"Kaisa Nasha (From ""KDM Playlist 1"") Bohemia Kaisa Nasha (From ""KDM Playlist 1"")"
855,Mannan Shaah,Dhoom Dhadakka,Dhoom Dhadakka,20,https://i.scdn.co/image/ab67616d0000b273a05d455a3c02e4b1ccbe066a,0.604,0.814,1,-5.034,1,0.0559,0.0,0.0597,0.445,180.022,Dhoom Dhadakka Mannan Shaah Dhoom Dhadakka
856,Daler Mehndi,Unforgettable Punjabi Hits Of 90's,"Saade Dil Te Chhuriyan Chaliyan (From ""Ho Jayegi Balle Balle"")",19,https://i.scdn.co/image/ab67616d0000b273dd3c790faf41160964972db8,0.841,0.948,11,-6.225,1,0.174,0.000855,0.0296,0.91,103.988,"Saade Dil Te Chhuriyan Chaliyan (From ""Ho Jayegi Balle Balle"") Daler Mehndi Unforgettable Punjabi Hits Of 90's"
857,Anu Malik,"Murshida (From ""Begum Jaan"") - Single","Murshida (From ""Begum Jaan"")",19,https://i.scdn.co/image/ab67616d0000b273a07c6bcea971623951f7e8b4,0.329,0.432,9,-6.562,1,0.0307,0.0,0.295,0.496,80.902,"Murshida (From ""Begum Jaan"") Anu Malik Murshida (From ""Begum Jaan"") - Single"
858,Sachin Gupta,Mere Dad Ki Maruti,Mere Dad Ki Maruti,19,https://i.scdn.co/image/ab67616d0000b27396ff87f7538e97beb2871cca,0.781,0.799,0,-6.422,1,0.0492,1.04e-05,0.0709,0.676,129.945,Mere Dad Ki Maruti Sachin Gupta Mere Dad Ki Maruti
859,Bhanga Bangla,Borof,Borof,19,https://i.scdn.co/image/ab67616d0000b273b0e3276e739f4327cde39283,0.845,0.432,0,-8.998,0,0.416,6.06e-06,0.101,0.433,156.134,Borof Bhanga Bangla Borof
860,Arijit Singh,Best of Bollywood: Arijit Singh,"Gerua (From ""Dilwale"")",19,https://i.scdn.co/image/ab67616d0000b27327d817fd4a0c5987dd31eb93,0.371,0.668,11,-7.269,0,0.0497,2e-06,0.294,0.403,87.458,"Gerua (From ""Dilwale"") Arijit Singh Best of Bollywood: Arijit Singh"
861,Nusrat Fateh Ali Khan,Aur Pyar Ho Gaya,Hum Se Rahoge,18,https://i.scdn.co/image/ab67616d0000b273c4b858abf36cbd46d4a8ca2d,0.858,0.559,10,-14.804,0,0.0534,0.0,0.26,0.948,120.058,Hum Se Rahoge Nusrat Fateh Ali Khan Aur Pyar Ho Gaya
862,Badal,Trip,Trip,18,https://i.scdn.co/image/ab67616d0000b2737fd9a54178f3b5eb6f8ef9bf,0.763,0.772,10,-6.112,0,0.0926,1.31e-05,0.306,0.862,147.041,Trip Badal Trip
863,Various Artists,I Love You...Forever,"Sajdaa (From ""My Name Is Khan"")",18,https://i.scdn.co/image/ab67616d0000b273fa068e23a89f3b81eff9570f,0.468,0.737,8,-7.274,1,0.0765,0.00272,0.0655,0.572,79.448,"Sajdaa (From ""My Name Is Khan"") Various Artists I Love You...Forever"
864,Badshah,You're Gold (feat. Grini),You're Gold (feat. Grini),17,https://i.scdn.co/image/ab67616d0000b273d2c450713de8c37620f24e63,0.705,0.812,2,-8.207,1,0.109,1.18e-05,0.301,0.824,104.052,You're Gold (feat. Grini) Badshah You're Gold (feat. Grini)
865,Various Artists,Spoken Word,Bandook,16,https://i.scdn.co/image/ab67616d0000b273b0ee33af3e741cedfcba0cfc,0.722,0.732,0,-8.86,1,0.0535,5.58e-06,0.345,0.409,130.023,Bandook Various Artists Spoken Word
866,Yuvan Shankar Raja,Raja Natwarlal (Original Motion Picture Soundtrack),Kabhi Ruhani Kabhi Rumani,16,https://i.scdn.co/image/ab67616d0000b2738895287fd68acad509963d4b,0.756,0.669,0,-7.251,0,0.0291,0.0,0.0904,0.734,127.985,Kabhi Ruhani Kabhi Rumani Yuvan Shankar Raja Raja Natwarlal (Original Motion Picture Soundtrack)
867,Dr Zeus,Lado Rani (feat. Mandy Takhar),Lado Rani (feat. Mandy Takhar),16,https://i.scdn.co/image/ab67616d0000b273bd231259107f30d88a7307e8,0.894,0.738,9,-4.098,1,0.0899,0.0,0.0478,0.761,127.999,Lado Rani (feat. Mandy Takhar) Dr Zeus Lado Rani (feat. Mandy Takhar)
868,UpsideDown,Addiction,Addiction,16,https://i.scdn.co/image/ab67616d0000b27376e8996d3e3e09f9ace2cb31,0.688,0.64,4,-5.906,0,0.0354,1.89e-05,0.14,0.645,145.027,Addiction UpsideDown Addiction
869,Rochak Kohli,Ek Ladki Ko Dekha Toh Aisa Laga (Original Motion Picture Soundtrack),Gud Naal Ishq Mitha,16,https://i.scdn.co/image/ab67616d0000b273687da346e2deb5357eb9d707,0.79,0.774,2,-7.243,1,0.0916,4.65e-06,0.15,0.923,97.97,Gud Naal Ishq Mitha Rochak Kohli Ek Ladki Ko Dekha Toh Aisa Laga (Original Motion Picture Soundtrack)
870,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Sajdaa,16,https://i.scdn.co/image/ab67616d0000b2734ead1372a95d29819105a7a7,0.468,0.737,8,-7.274,1,0.0765,0.00272,0.0655,0.572,79.448,Sajdaa Shankar-Ehsaan-Loy My Name Is Khan (Original Motion Picture Soundtrack)
871,Sajid-Wajid,Rangrezz (Original Motion Picture Soundtrack),Govinda Aala Re,16,https://i.scdn.co/image/ab67616d0000b2738e44e83685f8c9c9ff7fbc49,0.582,0.95,6,-4.386,0,0.16,0.0,0.222,0.643,198.198,Govinda Aala Re Sajid-Wajid Rangrezz (Original Motion Picture Soundtrack)
872,Raja Kumari,The Come Up,Mute,16,https://i.scdn.co/image/ab67616d0000b2734ae99a24f13f5b5af278deb1,0.743,0.59,7,-7.131,1,0.178,0.0,0.0509,0.392,105.236,Mute Raja Kumari The Come Up
873,Various Artists,Top 20 Hits (With Heart Beats),Tip Tip Barsa Paani - With Heart Beats,15,https://i.scdn.co/image/ab67616d0000b273531da527861e97f2be6c81e1,0.617,0.876,5,-7.979,0,0.0534,0.000102,0.356,0.839,104.4,Tip Tip Barsa Paani - With Heart Beats Various Artists Top 20 Hits (With Heart Beats)
