,artist,album,track_name,popularity,img_url,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,text_data
231,Various Artists,Ek Villain,Zaroorat,60,https://i.scdn.co/image/ab67616d0000b273a2ef89ae0f8d1848081c1449,0.354,0.712,3,-6.109,0,0.0589,4.19e-05,0.274,0.238,93.345,Zaroorat Various Artists Ek Villain
232,Various Artists,Happy New Year,Manwa Laage,60,https://i.scdn.co/image/ab67616d0000b273295f7adceff63a32bbcf95f2,0.676,0.671,0,-6.271,1,0.0526,0.0,0.0885,0.572,81.046,Manwa Laage Various Artists Happy New Year
233,Shankar-Ehsaan-Loy,Karthik Calling Karthik,Hey Ya !,60,https://i.scdn.co/image/ab67616d0000b2730e0eae488b99b7c7b901f659,0.799,0.588,7,-9.136,0,0.0302,2.68e-05,0.0788,0.789,115.087,Hey Ya ! Shankar-Ehsaan-Loy Karthik Calling Karthik
234,Himesh Reshammiya,Bodyguard,Teri Meri,60,https://i.scdn.co/image/ab67616d0000b2736a2e7f7613210a6397e854f5,0.401,0.517,2,-6.618,0,0.0481,0.0,0.202,0.471,128.451,Teri Meri Himesh Reshammiya Bodyguard
235,Amit Trivedi,Dear Zindagi (Original Motion Picture Soundtrack),Tu Hi Hai,60,https://i.scdn.co/image/ab67616d0000b27349079e6945b600abe668cae4,0.707,0.501,4,-7.389,1,0.0372,1.81e-06,0.095,0.542,93.978,Tu Hi Hai Amit Trivedi Dear Zindagi (Original Motion Picture Soundtrack)
236,Shankar-Ehsaan-Loy,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Zinda,60,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e,0.603,0.708,4,-7.047,0,0.0379,3.36e-06,0.158,0.611,105.046,Zinda Shankar-Ehsaan-Loy Bhaag Milkha Bhaag (Original Motion Picture Soundtrack)
237,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),It's the Time to Disco,60,https://i.scdn.co/image/ab67616d0000b273a2055e0b847ff66fb5206099,0.902,0.772,6,-8.29,0,0.0383,0.000129,0.12,0.808,131.992,It's the Time to Disco Shankar-Ehsaan-Loy Kal Ho Naa Ho (Original Motion Picture Soundtrack)
238,Vishal-Shekhar,Ra-One,Criminal,60,https://i.scdn.co/image/ab67616d0000b27344aa56e23e3a89802e6c6347,0.701,0.966,0,-5.36,1,0.0568,0.0662,0.0761,0.834,132.015,Criminal Vishal-Shekhar Ra-One
239,Himesh Reshammiya,Bodyguard,I Love You,60,https://i.scdn.co/image/ab67616d0000b2736a2e7f7613210a6397e854f5,0.654,0.671,11,-6.026,1,0.0807,7.49e-06,0.0656,0.76,90.063,I Love You Himesh Reshammiya Bodyguard
240,Amaal Mallik,Roy,Chittiyaan Kalaiyaan,60,https://i.scdn.co/image/ab67616d0000b273f6371011af4c82fb31d54820,0.793,0.887,7,-5.285,1,0.0954,6.39e-05,0.623,0.602,100.007,Chittiyaan Kalaiyaan Amaal Mallik Roy
241,Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),Chikni Chameli,60,https://i.scdn.co/image/ab67616d0000b273b22e21de789378f223e1795f,0.693,0.956,1,-5.012,0,0.071,0.0,0.294,0.665,90.005,Chikni Chameli Ajay-Atul Agneepath (Original Motion Picture Soundtrack)
242,Sanjay Leela Bhansali,Padmaavat,Nainowale Ne,60,https://i.scdn.co/image/ab67616d0000b273b07fa198edaf969b74dd160a,0.602,0.513,1,-7.953,0,0.0287,0.0,0.161,0.6,96.96,Nainowale Ne Sanjay Leela Bhansali Padmaavat
243,Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Yeh Ladka Hai Allah,59,https://i.scdn.co/image/ab67616d0000b273941eb533e845e5c2299570b9,0.646,0.908,11,-4.68,0,0.0988,1.57e-06,0.381,0.881,104.238,Yeh Ladka Hai Allah Jatin-Lalit Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack)
244,Jatin-Lalit,Kuch Kuch Hota Hai,Koi Mil Gaya,59,https://i.scdn.co/image/ab67616d0000b273397ee0b48944a3d44f7f51c8,0.7,0.687,2,-9.292,1,0.0504,1.2e-05,0.057,0.815,136.028,Koi Mil Gaya Jatin-Lalit Kuch Kuch Hota Hai
245,Deep Jandu,Down to Earth,Bombay to Punjab,59,https://i.scdn.co/image/ab67616d0000b27393f33cb8ada25487c38000ef,0.584,0.739,0,-4.951,1,0.369,0.0,0.0534,0.361,200.105,Bombay to Punjab Deep Jandu Down to Earth
246,Pritam,Jab We Met,Mauja Hi Mauja,59,https://i.scdn.co/image/ab67616d0000b27352fe6875028c892308ffc2f7,0.738,0.873,2,-5.659,1,0.107,0.0294,0.225,0.484,104.982,Mauja Hi Mauja Pritam Jab We Met
247,Various Artists,Gangster,Ya Ali,59,https://i.scdn.co/image/ab67616d0000b2732e42c0118771f7805eb9719b,0.626,0.774,4,-11.298,0,0.0473,0.0,0.117,0.782,123.006,Ya Ali Various Artists Gangster
248,Badshah,Bad Boy X Bad Girl (feat. Nikhita Gandhi),Bad Boy X Bad Girl (feat. Nikhita Gandhi),59,https://i.scdn.co/image/ab67616d0000b273cec99b43df372b68b6648f81,0.896,0.764,0,-4.271,1,0.0767,2.36e-05,0.0677,0.601,100.516,Bad Boy X Bad Girl (feat. Nikhita Gandhi) Badshah Bad Boy X Bad Girl (feat. Nikhita Gandhi)
249,Gurnazar,Marjaawaan - BellBottom,Marjaawaan,59,https://i.scdn.co/image/ab67616d0000b273eae1e0bf03932a6241eeea26,0.616,0.555,6,-5.813,1,0.0307,0.0,0.105,0.565,111.847,Marjaawaan Gurnazar Marjaawaan - BellBottom
250,A.R. Rahman,Ekk Deewana Tha (Original Motion Picture Soundtrack),Hosanna,59,https://i.scdn.co/image/ab67616d0000b273f8910d64a61c3e3dc970613c,0.571,0.802,7,-7.201,1,0.0391,6.43e-05,0.0497,0.596,85.97,Hosanna A.R. Rahman Ekk Deewana Tha (Original Motion Picture Soundtrack)
251,Tesher,Young Shahrukh (Slowed),Young Shahrukh - Slowed,59,https://i.scdn.co/image/ab67616d0000b2736369cd06d7522abb328513ef,0.813,0.413,1,-14.712,1,0.184,2.25e-06,0.36,0.416,82.66,Young Shahrukh - Slowed Tesher Young Shahrukh (Slowed)
252,Meet Bros.,"Kinna Sona (From ""Marjaavaan"")","Kinna Sona (From ""Marjaavaan"")",59,https://i.scdn.co/image/ab67616d0000b273bcfad9cdf2dadb5f5bb78ce4,0.533,0.723,3,-4.301,0,0.0614,0.0,0.0678,0.591,97.848,"Kinna Sona (From ""Marjaavaan"") Meet Bros. Kinna Sona (From ""Marjaavaan"")"
253,Badshah,Paagal,Paagal,59,https://i.scdn.co/image/ab67616d0000b273c81e048d793858df7a1dbb6f,0.687,0.854,11,-5.368,0,0.308,0.000645,0.147,0.721,214.016,Paagal Badshah Paagal
254,Various Artists,Mitron (Original Motion Picture Soundtrack),Kamariya,59,https://i.scdn.co/image/ab67616d0000b2739b10aea12037ba75cafc1bbb,0.337,0.963,7,-2.93,1,0.296,0.0,0.281,0.405,62.481,Kamariya Various Artists Mitron (Original Motion Picture Soundtrack)
255,Various Artists,Rehnaa Hai Terre Dil Mein,Zara Zara,59,https://i.scdn.co/image/ab67616d0000b273aedf6f748f73e59cf25bcf25,0.643,0.268,11,-15.073,0,0.09,2.06e-06,0.316,0.62,143.813,Zara Zara Various Artists Rehnaa Hai Terre Dil Mein
256,A.R. Rahman,Guru (Original Motion Picture Soundtrack),Barso Re,59,https://i.scdn.co/image/ab67616d0000b2730504fdf58bae8cd52dd13047,0.879,0.487,0,-9.441,1,0.148,0.000284,0.0706,0.338,116.991,Barso Re A.R. Rahman Guru (Original Motion Picture Soundtrack)
257,Various Artists,Love Mashup 2019,Love Mashup 2019,59,https://i.scdn.co/image/ab67616d0000b2737dedb1e53ccd3e77a6fb4660,0.607,0.515,7,-9.401,1,0.0299,0.000265,0.314,0.283,97.947,Love Mashup 2019 Various Artists Love Mashup 2019
258,Rashid Khan,Raaz 3,Deewana Kar Raha Hai,59,https://i.scdn.co/image/ab67616d0000b273e108cdcfc16d1c27220fc8dd,0.538,0.736,11,-6.113,0,0.109,0.0,0.124,0.644,147.89,Deewana Kar Raha Hai Rashid Khan Raaz 3
259,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Tumhi Dekho Naa,59,https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade,0.525,0.448,2,-10.365,0,0.0391,1.51e-05,0.107,0.356,81.131,Tumhi Dekho Naa Shankar-Ehsaan-Loy Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack)
260,Jeet Gannguli,Citylights (Original Motion Picture Soundtrack),Muskurane - Romantic,59,https://i.scdn.co/image/ab67616d0000b2733949c9e59198629ed3f792bd,0.567,0.577,11,-6.197,0,0.0264,0.0,0.132,0.217,101.99,Muskurane - Romantic Jeet Gannguli Citylights (Original Motion Picture Soundtrack)
261,Sandesh Datta Naik,KGF Chapter 2,Falak Tu Garaj Tu,59,https://i.scdn.co/image/ab67616d0000b2738c2ed38cde7faea720b4b786,0.463,0.515,4,-9.962,0,0.0484,0.18,0.518,0.25,124.633,Falak Tu Garaj Tu Sandesh Datta Naik KGF Chapter 2
262,Various Artists,Raabta,Main Tera Boyfriend,59,https://i.scdn.co/image/ab67616d0000b2732e44757f6ea4eb34d2a0d42f,0.841,0.914,11,-3.917,0,0.0613,0.0,0.115,0.651,104.014,Main Tera Boyfriend Various Artists Raabta
263,Various Artists,Azhar,Itni Si Baat Hain,59,https://i.scdn.co/image/ab67616d0000b273ac47a8ab83d832318df5a9fc,0.56,0.768,2,-4.77,1,0.0655,0.0,0.0844,0.289,155.765,Itni Si Baat Hain Various Artists Azhar
264,A.R. Rahman,Dil Bechara (Original Motion Picture Soundtrack),Main Tumhara,59,https://i.scdn.co/image/ab67616d0000b273f3582107f127c2765fafb431,0.236,0.14,7,-13.478,1,0.0343,0.000148,0.087,0.123,76.805,Main Tumhara A.R. Rahman Dil Bechara (Original Motion Picture Soundtrack)
265,Pritam,Jannat (Original Motion Picture Soundtrack),Judai,59,https://i.scdn.co/image/ab67616d0000b273727d531901c07a499498c544,0.677,0.837,8,-4.814,0,0.0646,0.0013,0.115,0.829,111.934,Judai Pritam Jannat (Original Motion Picture Soundtrack)
266,Pritam,Desi Boyz,Allah Maaf Kare,59,https://i.scdn.co/image/ab67616d0000b273daa89593cc2cde9651665d03,0.664,0.792,6,-5.294,1,0.0283,0.000417,0.106,0.86,139.961,Allah Maaf Kare Pritam Desi Boyz
267,Mithoon,Aashiqui 2,Aasan Nahin Yahan,59,https://i.scdn.co/image/ab67616d0000b273348468c203278d510f0cbc5a,0.549,0.437,10,-7.169,0,0.0263,0.000407,0.133,0.236,93.976,Aasan Nahin Yahan Mithoon Aashiqui 2
268,Vishal-Shekhar,Chennai Express,Titli,58,https://i.scdn.co/image/ab67616d0000b273dfd1ddf5b8431d6fc5210d6c,0.679,0.421,7,-9.13,0,0.0344,6.81e-06,0.244,0.65,81.012,Titli Vishal-Shekhar Chennai Express
269,A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Luka Chuppi,58,https://i.scdn.co/image/ab67616d0000b273a58a09b161c806587fe97b6e,0.601,0.441,4,-8.946,1,0.0285,1.08e-06,0.0986,0.202,103.862,Luka Chuppi A.R. Rahman Rang De Basanti (Original Motion Picture Soundtrack)
270,Benny Dayal,"Chura Ke Dil Mera (From ""Hungama 2"")","Chura Ke Dil Mera - From ""Hungama 2""",58,https://i.scdn.co/image/ab67616d0000b273a88d07cf0efb394bd04aee03,0.737,0.857,7,-5.806,1,0.0451,1.17e-05,0.281,0.817,126.005,"Chura Ke Dil Mera - From ""Hungama 2"" Benny Dayal Chura Ke Dil Mera (From ""Hungama 2"")"
271,Anu Malik,Dum Laga Ke Haisha,Moh Moh Ke Dhaage (Male),58,https://i.scdn.co/image/ab67616d0000b2738505999314c197a269c4d9bc,0.634,0.344,2,-11.011,1,0.0288,6.09e-05,0.111,0.409,128.0,Moh Moh Ke Dhaage (Male) Anu Malik Dum Laga Ke Haisha
272,A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Roobaroo,58,https://i.scdn.co/image/ab67616d0000b273a58a09b161c806587fe97b6e,0.675,0.582,9,-8.891,1,0.0277,5.56e-06,0.0854,0.538,120.991,Roobaroo A.R. Rahman Rang De Basanti (Original Motion Picture Soundtrack)
273,Sachet-Parampara,Chhor Denge,Chhor Denge,58,https://i.scdn.co/image/ab67616d0000b2735265b7cee1c8ab8ab95b42d9,0.528,0.777,9,-3.229,0,0.0379,0.0,0.0754,0.493,94.949,Chhor Denge Sachet-Parampara Chhor Denge
274,Various Artists,Khamoshiyan (Original Motion Picture Soundtrack),Tu Har Lamha,58,https://i.scdn.co/image/ab67616d0000b2738d07544fddf5b7d9a1e41554,0.311,0.538,2,-4.551,0,0.0263,0.0,0.113,0.165,137.177,Tu Har Lamha Various Artists Khamoshiyan (Original Motion Picture Soundtrack)
275,Diljit Dosanjh,G.O.A.T.,Clash,58,https://i.scdn.co/image/ab67616d0000b2737014e033e1a9e0e0784d9721,0.693,0.593,9,-8.506,0,0.217,1.09e-06,0.407,0.688,165.924,Clash Diljit Dosanjh G.O.A.T.
276,Jaz Dhami,High Heels,High Heels,58,https://i.scdn.co/image/ab67616d0000b273ad4dde97609dfae7eb37026f,0.891,0.913,1,-4.453,1,0.149,0.000173,0.373,0.772,130.045,High Heels Jaz Dhami High Heels
277,Pritam,Bajrangi Bhaijaan,Tu Chahiye,58,https://i.scdn.co/image/ab67616d0000b273e7f1ff44b74df429307f4164,0.565,0.744,7,-5.817,1,0.0446,0.0,0.0853,0.415,134.068,Tu Chahiye Pritam Bajrangi Bhaijaan
278,Guru Randhawa,Baby Girl,Baby Girl,58,https://i.scdn.co/image/ab67616d0000b27333f648898c89bc72e75eec43,0.815,0.801,7,-4.271,0,0.143,1.14e-05,0.0762,0.533,96.473,Baby Girl Guru Randhawa Baby Girl
279,Sweetaj Brar,"Care Ni Karda (From ""Chhalaang"")","Care Ni Karda (From ""Chhalaang"")",58,https://i.scdn.co/image/ab67616d0000b273b16f6cf0a387381d737d0c55,0.937,0.729,0,-2.931,1,0.094,0.0,0.291,0.736,114.671,"Care Ni Karda (From ""Chhalaang"") Sweetaj Brar Care Ni Karda (From ""Chhalaang"")"
280,Various Artists,Sanam Re,Hua Hain Aaj Pehli Baar,58,https://i.scdn.co/image/ab67616d0000b273be42c9c9b63ed5ace22af441,0.495,0.729,6,-6.453,0,0.103,4.13e-05,0.0993,0.683,155.892,Hua Hain Aaj Pehli Baar Various Artists Sanam Re
281,KASYAP,khoya sa,khoya sa,58,https://i.scdn.co/image/ab67616d0000b273ff3ace2719c75bebb2325b85,0.767,0.617,11,-7.881,1,0.0517,2.03e-05,0.255,0.714,89.977,khoya sa KASYAP khoya sa
282,Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),Deva Shree Ganesha,58,https://i.scdn.co/image/ab67616d0000b273b22e21de789378f223e1795f,0.34,0.96,1,-5.427,1,0.0802,4.32e-06,0.0378,0.475,150.04,Deva Shree Ganesha Ajay-Atul Agneepath (Original Motion Picture Soundtrack)
283,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Vele,58,https://i.scdn.co/image/ab67616d0000b273ad40f4e70b2f2a2a6052d49d,0.833,0.754,2,-7.555,1,0.0513,0.0,0.246,0.65,108.001,Vele Vishal-Shekhar Student of the Year (Original Motion Picture Soundtrack)
284,Vishal-Shekhar,Ra-One,Bhare Naina,58,https://i.scdn.co/image/ab67616d0000b27344aa56e23e3a89802e6c6347,0.399,0.488,1,-6.984,0,0.0465,0.000641,0.152,0.543,147.21,Bhare Naina Vishal-Shekhar Ra-One
285,Atif Aslam,Rafta Rafta,Rafta Rafta,58,https://i.scdn.co/image/ab67616d0000b273668be47d89388dad8853ad8f,0.647,0.792,11,-5.103,0,0.0372,1.65e-05,0.147,0.499,96.073,Rafta Rafta Atif Aslam Rafta Rafta
286,Various Artists,Nautanki Saala !,Mera Mann Kehne Laga,58,https://i.scdn.co/image/ab67616d0000b273785c415336347fca03a1d638,0.46,0.444,7,-6.217,1,0.123,2.65e-05,0.0881,0.7,74.977,Mera Mann Kehne Laga Various Artists Nautanki Saala !
287,Various Artists,Bareilly Ki Barfi,Sweety Tera Drama,58,https://i.scdn.co/image/ab67616d0000b27384aa52f0a400ecfd7a30a115,0.769,0.852,5,-3.107,1,0.154,0.0,0.261,0.963,129.982,Sweety Tera Drama Various Artists Bareilly Ki Barfi
288,Mithoon,Aashiqui 2,Meri Aashiqui,58,https://i.scdn.co/image/ab67616d0000b273348468c203278d510f0cbc5a,0.383,0.422,5,-8.219,0,0.0288,4.15e-06,0.119,0.247,188.109,Meri Aashiqui Mithoon Aashiqui 2
289,Badshah,The Badshah of Party Hits,Kar Gayi Chull,58,https://i.scdn.co/image/ab67616d0000b27310c94c7cd311738c527ae46f,0.827,0.737,11,-5.473,0,0.0764,0.000322,0.211,0.873,121.99,Kar Gayi Chull Badshah The Badshah of Party Hits
290,Pritam,Yeh Jawaani Hai Deewani,Ghagra,58,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,0.706,0.919,8,-5.21,1,0.174,0.0,0.319,0.701,101.94,Ghagra Pritam Yeh Jawaani Hai Deewani
291,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Cutiepie,58,https://i.scdn.co/image/ab67616d0000b273bca30634e6cad10b97c03d21,0.799,0.929,0,-3.231,0,0.0668,0.000462,0.24,0.952,127.999,Cutiepie Pritam Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]
292,Vishal-Shekhar,Anjaana Anjaani,Hairat,58,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05,0.618,0.765,9,-5.492,0,0.0661,0.000363,0.122,0.439,104.004,Hairat Vishal-Shekhar Anjaana Anjaani
293,Sumit Goswami,Feelings,Feelings,58,https://i.scdn.co/image/ab67616d0000b273dc6443e649d3f673592c4d5a,0.616,0.736,11,-3.708,0,0.0767,0.0,0.345,0.673,77.041,Feelings Sumit Goswami Feelings
294,Sajid-Wajid,Main Tera Hero,Besharmi Ki Height,58,https://i.scdn.co/image/ab67616d0000b27340c98561f61a572a20ba71e1,0.708,0.946,7,-4.519,1,0.0434,0.0,0.559,0.477,130.99,Besharmi Ki Height Sajid-Wajid Main Tera Hero
295,Vishal-Shekhar,I Hate Luv Storys (Original Motion Picture Soundtrack),I Hate Luv Storys,58,https://i.scdn.co/image/ab67616d0000b2731992dd7b33baf5887ea4a1ec,0.747,0.81,11,-8.352,0,0.0541,0.0405,0.0592,0.937,130.012,I Hate Luv Storys Vishal-Shekhar I Hate Luv Storys (Original Motion Picture Soundtrack)
296,Ajay-Atul,Singham,Maula Maula,58,https://i.scdn.co/image/ab67616d0000b273a682f3a0e5b24e8a296a6900,0.494,0.716,11,-6.816,1,0.0675,6.03e-06,0.0839,0.532,89.479,Maula Maula Ajay-Atul Singham
297,A.R. Rahman,Jab Tak Hai Jaan,Saans,58,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72,0.543,0.665,9,-8.295,1,0.0623,6.41e-06,0.144,0.495,81.97,Saans A.R. Rahman Jab Tak Hai Jaan
298,Pritam,Dilwale (Original Motion Picture Soundtrack),Gerua,58,https://i.scdn.co/image/ab67616d0000b27323b8831524517331aa80b877,0.371,0.668,11,-7.269,0,0.0497,2e-06,0.294,0.403,87.458,Gerua Pritam Dilwale (Original Motion Picture Soundtrack)
299,Nadeem Shravan,Pardes (Original Motion Picture Soundtrack),Yeh Dil Deewana,58,https://i.scdn.co/image/ab67616d0000b2739decf911fd878b73390db3a4,0.776,0.5,0,-12.22,1,0.0418,0.00189,0.0538,0.232,109.981,Yeh Dil Deewana Nadeem Shravan Pardes (Original Motion Picture Soundtrack)
300,Vishal-Shekhar,Om Shanti Om,Deewangi Deewangi,58,https://i.scdn.co/image/ab67616d0000b273675b3f7dea80153c73581e5e,0.725,0.918,9,-4.875,1,0.0447,5.13e-06,0.602,0.927,107.975,Deewangi Deewangi Vishal-Shekhar Om Shanti Om
301,Various Artists,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),Soniyo,58,https://i.scdn.co/image/ab67616d0000b273bf8dad28cba0f3680ee29364,0.637,0.591,9,-6.117,1,0.0342,3.29e-06,0.135,0.48,119.956,Soniyo Various Artists RAAZ - The Mystery Continues (Original Motion Picture Soundtrack)
302,Shaarib Toshi,Zid (Original Motion Picture Soundtrack),Mareez - E - Ishq,58,https://i.scdn.co/image/ab67616d0000b273df896272f7324d86ddd6dad8,0.526,0.63,7,-6.46,1,0.0557,4.85e-06,0.102,0.614,158.063,Mareez - E - Ishq Shaarib Toshi Zid (Original Motion Picture Soundtrack)
303,Himesh Reshammiya,Aksar,Soniye,58,https://i.scdn.co/image/ab67616d0000b2735a03d432fc1428df7876c4bd,0.615,0.76,2,-8.082,1,0.0761,3.95e-05,0.12,0.743,171.951,Soniye Himesh Reshammiya Aksar
304,Mellow D,Drunk n High,Drunk n High,58,https://i.scdn.co/image/ab67616d0000b2732419d8e7d249d811cb3a70f9,0.867,0.72,9,-5.188,0,0.0619,0.0,0.228,0.755,104.974,Drunk n High Mellow D Drunk n High
305,A.R. Rahman,Dil Se (Original Motion Picture Soundtrack),Chaiyya Chaiyya,58,https://i.scdn.co/image/ab67616d0000b2734e2aa94e199e50bc8e10646f,0.786,0.579,2,-14.913,1,0.142,0.0,0.118,0.481,90.012,Chaiyya Chaiyya A.R. Rahman Dil Se (Original Motion Picture Soundtrack)
306,Pritam,Life In A Metro (Original Motion Picture Soundtrack),In Dino,58,https://i.scdn.co/image/ab67616d0000b273970e7d9a98d483f24a3345b6,0.41,0.633,0,-6.989,1,0.0378,0.0,0.116,0.344,101.461,In Dino Pritam Life In A Metro (Original Motion Picture Soundtrack)
307,Himesh Reshammiya,Aksar,Jhalak Dikhla Ja,58,https://i.scdn.co/image/ab67616d0000b2735a03d432fc1428df7876c4bd,0.688,0.737,2,-10.051,1,0.0443,0.00025,0.0599,0.635,110.969,Jhalak Dikhla Ja Himesh Reshammiya Aksar
308,Mithoon,Aashiqui 2,Sunn Raha Hai (Female),58,https://i.scdn.co/image/ab67616d0000b273348468c203278d510f0cbc5a,0.482,0.595,9,-5.336,0,0.0289,0.000203,0.136,0.482,82.066,Sunn Raha Hai (Female) Mithoon Aashiqui 2
309,Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Suraj Hua Maddham,58,https://i.scdn.co/image/ab67616d0000b273941eb533e845e5c2299570b9,0.633,0.691,5,-5.851,1,0.0557,0.000211,0.134,0.57,80.002,Suraj Hua Maddham Jatin-Lalit Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack)
310,Mithoon,The Train,Wo Ajnabee,57,https://i.scdn.co/image/ab67616d0000b27351d1cd8d46cbcd8fd4508356,0.82,0.795,9,-8.285,0,0.225,0.000297,0.0524,0.779,104.988,Wo Ajnabee Mithoon The Train
311,Shankar-Ehsaan-Loy,Bunty Aur Babli,Kajra Re,57,https://i.scdn.co/image/ab67616d0000b273fb15b0d84124e875b0b0494c,0.484,0.898,0,-4.132,1,0.164,0.0,0.091,0.68,91.975,Kajra Re Shankar-Ehsaan-Loy Bunty Aur Babli
312,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Radha,57,https://i.scdn.co/image/ab67616d0000b273ad40f4e70b2f2a2a6052d49d,0.804,0.748,1,-14.163,0,0.0616,0.0,0.0998,0.699,131.989,Radha Vishal-Shekhar Student of the Year (Original Motion Picture Soundtrack)
313,Yo Yo Honey Singh,Saiyaan Ji,Saiyaan Ji,57,https://i.scdn.co/image/ab67616d0000b2737a4ca76abadaf4b0733c6955,0.896,0.678,0,-2.546,0,0.0815,4.1e-05,0.11,0.604,130.024,Saiyaan Ji Yo Yo Honey Singh Saiyaan Ji
314,Ismail Darbar,Hum Dil De Chuke Sanam,Chand Chhupa Badal Mein,57,https://i.scdn.co/image/ab67616d0000b273d8ea7a41af1775559b857d68,0.402,0.61,11,-9.509,0,0.141,0.0,0.109,0.463,86.248,Chand Chhupa Badal Mein Ismail Darbar Hum Dil De Chuke Sanam
315,Uttam Singh,Dil To Pagal Hai,Dil To Pagal Hai,57,https://i.scdn.co/image/ab67616d0000b273b96494dc6eaedc90919365df,0.752,0.67,6,-10.641,0,0.0465,0.000528,0.729,0.748,110.696,Dil To Pagal Hai Uttam Singh Dil To Pagal Hai
316,Ajay-Atul,Singham,Saathiyaa,57,https://i.scdn.co/image/ab67616d0000b273a682f3a0e5b24e8a296a6900,0.548,0.733,2,-6.634,1,0.0654,5.29e-06,0.182,0.574,86.96,Saathiyaa Ajay-Atul Singham
317,Rochak Kohli,Dil Tod Ke,Dil Tod Ke,57,https://i.scdn.co/image/ab67616d0000b2732418f8e3a73644d835a49e69,0.484,0.658,10,-5.657,0,0.219,0.0,0.0995,0.654,85.008,Dil Tod Ke Rochak Kohli Dil Tod Ke
318,Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),You Are My Soniya,57,https://i.scdn.co/image/ab67616d0000b273941eb533e845e5c2299570b9,0.853,0.785,8,-6.08,1,0.0619,0.0,0.0589,0.786,106.046,You Are My Soniya Jatin-Lalit Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack)
319,Vishal-Shekhar,Chennai Express,One Two Three Four (Get On The Dance Floor),57,https://i.scdn.co/image/ab67616d0000b273dfd1ddf5b8431d6fc5210d6c,0.721,0.867,6,-5.429,0,0.225,0.000119,0.0372,0.87,170.091,One Two Three Four (Get On The Dance Floor) Vishal-Shekhar Chennai Express
320,Arjun Kanungo,Waada Hai,Waada Hai,57,https://i.scdn.co/image/ab67616d0000b2737e43c3d21582d7426490fc0a,0.482,0.361,2,-9.993,1,0.0368,1.01e-05,0.091,0.194,156.733,Waada Hai Arjun Kanungo Waada Hai
321,Vishal-Shekhar,Dostana (Original Motion Picture Soundtrack),Jaane Kyun,57,https://i.scdn.co/image/ab67616d0000b273add6b0e45df7005a55e89c8a,0.778,0.812,4,-8.561,0,0.046,8.28e-06,0.243,0.791,99.962,Jaane Kyun Vishal-Shekhar Dostana (Original Motion Picture Soundtrack)
322,A.R. Rahman,Jab Tak Hai Jaan,Challa,57,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72,0.776,0.795,0,-5.454,1,0.0485,0.0,0.138,0.569,117.989,Challa A.R. Rahman Jab Tak Hai Jaan
323,Pritam,"Channa Mereya (From ""Ae Dil Hai Mushkil"")","Channa Mereya (From ""Ae Dil Hai Mushkil"")",57,https://i.scdn.co/image/ab67616d0000b273ff1cda069aac9352c258f8d1,0.476,0.788,9,-4.821,0,0.0448,2.64e-05,0.106,0.747,90.066,"Channa Mereya (From ""Ae Dil Hai Mushkil"") Pritam Channa Mereya (From ""Ae Dil Hai Mushkil"")"
324,Raftaar,Shringaar (feat. Milind Soman),Shringaar (feat. Milind Soman),57,https://i.scdn.co/image/ab67616d0000b2737a79be4962f9ed6a2c5c02ae,0.811,0.8,11,-6.599,0,0.161,6.64e-06,0.722,0.399,98.057,Shringaar (feat. Milind Soman) Raftaar Shringaar (feat. Milind Soman)
